source_id,catalogs,ra,dec,radial_velocity,lamost_rv,delta_rv,V_GSR_gaia_rv,P_unbound_gaia_rv,V_GSR_lamost_rv,P_unbound_lamost_rv,V_GSR_delta,P_unbound_delta
4427066402532783744,li2021,233.3781867075909,2.7772557478775073,128.6266,136.76,8.133397827148428,418.8365314342825,0.0,422.15272488441684,0.0,3.3161934501343353,0.0
1381834504046491776,li2021,242.30653634406875,41.61151528062708,-148.38182,-144.21,4.1718206787109295,345.44976111647014,0.0,345.6307884098125,0.0,0.18102729334236756,0.0
4446284358256648960,li2021,248.88585400689004,9.00953208723814,-23.243536,-22.86,0.383535995483399,347.130616946079,0.0,347.2158989463442,0.0,0.08528200026523791,0.0
4564974576889224192,li2021,254.62167033035757,21.023131416140643,-63.328102,-76.02,-12.69189788818359,390.26226343850055,0.0,387.7552295686664,0.0,-2.5070338698341743,0.0
1205886736360431360,li2021,241.08132323911548,21.407023701532623,-217.66682,-234.99,-17.323175659179697,383.7482964485089,0.003,388.7778786976358,0.008,5.029582249126918,0.005
1565897801417595136,"li2021,liao2024",202.11981161232816,57.52973660632185,257.1909,249.83,-7.3608874511718625,403.9115382249623,0.0,397.03582455588634,0.0,-6.875713669075992,0.0
1200341899221905664,li2021,244.72834046690502,17.961914671761832,-167.02998,-180.12,-13.090016479492192,393.84792126005374,0.0,395.8065387057381,0.0,1.9586174456843537,0.0
3729576671579097600,"li2021,liao2024",198.30295741468484,6.467712814703783,297.99985,291.08,-6.919847412109391,416.81293898705906,0.0,412.71590415591714,0.0,-4.097034831141912,0.0
1169298837678089344,li2021,232.50669106578326,11.480718826279299,-59.687897,-63.5,-3.812103271484375,341.39689667137543,0.0,341.38163283269864,0.0,-0.0152638386767876,0.0
589402489494411392,"li2021,liao2024",142.11118105063065,10.638745398698145,440.46408,436.51,-3.954080810546884,445.88422328352567,0.0,443.1277117613506,0.0,-2.7565115221750602,0.0
3736372993468775424,"li2021,liao2024",197.96400781274372,11.289438641106754,377.63278,375.66,-1.97278198242185,457.6607912883766,0.0,456.1810294791498,0.0,-1.4797618092267726,0.0
1249356066002407040,li2021,206.16500670431293,20.58777902905923,-25.328476,-30.15,-4.821524047851561,320.4836432909373,0.0,320.6259004305646,0.0,0.14225713962730424,0.0
1536773937420508544,li2021,183.61035604606107,42.74415458909002,-183.50948,-189.62,-6.110524291992192,353.0451426918908,0.0,355.48874633003027,0.0,2.44360363813945,0.0
4579654775110020096,li2021,273.0454436302036,25.31183551348257,-157.38303,-169.54,-12.156973876953117,326.88217221542226,0.0,325.7840506173622,0.0,-1.098121598060061,0.0
1491978699834840320,li2021,215.8366879565032,41.417177808843874,-113.84609,-117.39,-3.543907775878907,353.0716613840146,0.0,353.1886660168454,0.0,0.11700463283079898,0.0
1353065198190586752,li2021,252.530089879834,39.87113047972161,-263.41272,-268.71,-5.2972802734374795,335.14950732558395,0.0,336.52258310127394,0.0,1.3730757756899834,0.0
4594877960270902912,li2021,262.79142414589916,26.526502651720484,-204.94327,-220.44,-15.496732177734373,381.33625638981846,0.0,382.8124977343938,0.0,1.4762413445753282,0.0
4557012394719359616,li2021,262.76843788646346,22.4956790643261,-50.37041,-59.2,-8.82958908081055,332.0489050030297,0.0,329.03015950596466,0.0,-3.0187454970650265,0.0
4434466291883669760,li2021,251.81110321456757,4.360074263867235,71.590576,68.38,-3.2105761718750045,294.3391679442099,0.0,292.5459034389481,0.0,-1.7932645052618454,0.0
1365416287183646720,li2021,263.4627332929461,48.63826151410131,-217.86182,-216.34,1.5218164062499966,338.6397619938707,0.0,338.59549590947256,0.0,-0.04426608439814572,0.0
1314105790367184640,li2021,252.65741607322065,32.56594634783183,-143.38011,-150.13,-6.749888305664058,286.97931395089483,0.0,286.50533331664616,0.0,-0.47398063424867587,0.0
1323248882386869120,li2021,239.7429579295934,32.76273290398285,-292.95142,-299.77,-6.818583984374982,370.1174753864097,0.0,373.01914253070646,0.0,2.9016671442967663,0.0
2043980781626220160,"li2021,liao2024",285.91844318221945,33.54504266353283,-482.2719,-486.19,-3.9180883789062477,439.9816845705983,0.0,442.2951988326599,0.0,2.313514262061574,0.0
4564648331173245568,"li2021,liao2024",253.86665164140027,20.93197854353144,55.477276,49.08,-6.397275848388674,453.70292443210934,0.039,450.91921921603915,0.042,-2.7837052160701887,0.0030000000000000027
