source_id,v_grf_bj,v_grf_mc_mean_bj,v_grf_mc_std_bj,P_v500_bj,P_unbound_bj,v_esc,catalogs,distance_kpc_bj,distance_kpc_invplx,v_grf_invplx,v_grf_mc_mean_invplx,v_grf_mc_std_invplx,P_v500_invplx,P_unbound_invplx,delta_P_unbound,distance_ratio_bj_over_invplx
4446266216314832512,375.7251959381501,376.98380447895687,13.024165082366805,0.0,0.0,559.2620721672318,li2021,4.72537890625,5.829769561646967,423.2298147725499,426.97862301752485,26.203160748459403,0.011,0.0,0.0,0.8105601527266943
1284095307680706048,369.7232274304982,371.12289856316414,22.525479549535486,0.0,0.0,525.4130507910388,li2021,4.342357421875,5.075600625596099,433.87914818053304,435.4794678434068,35.01518623097159,0.043,0.009,-0.009,0.8555356778814754
1292931223640904192,382.4924087144616,386.0195487865724,39.22649486651921,0.006,0.001,525.1882280336073,"li2021,liao2024",5.96911572265625,7.467305117502897,482.78946008622364,495.1921416853853,68.22102240410916,0.423,0.266,-0.265,0.7993667901241929
1458334846616738816,328.122466301051,330.7586051464952,26.589659481534802,0.0,0.0,516.7200974177871,li2021,4.3691533203125,5.004925867822058,385.00798323199365,387.9412938968433,39.331303349911046,0.017,0.007,-0.007,0.8729706364689432
1569119954603029248,383.29599564045816,384.3828503893541,34.09004199165556,0.002,0.005,491.8492708501271,"li2021,liao2024",6.5059755859375,8.475185225915592,536.4890507537655,548.3778853862269,79.01341761994685,0.72,0.783,-0.778,0.7676499583800713
2095732148240710144,392.46828779059626,393.6462739471365,26.226327633325607,0.0,0.0,521.2314062033977,li2021,4.48432763671875,5.151052562421403,462.3993792864762,464.5569404781773,31.752050113164593,0.127,0.055,-0.055,0.8705653033776772
3967215872036695808,390.8683907993849,393.1901715394745,18.05972373674676,0.0,0.0,500.7441575164432,"li2021,liao2024",4.39767333984375,5.508098263284399,450.2927217274921,456.3048774762892,37.875556806153426,0.127,0.147,-0.147,0.7984013954793684
1325809541888655872,348.9182563155592,351.4202987764047,28.802128860598057,0.0,0.0,530.406503051806,li2021,5.70863427734375,6.822007349145205,420.99761466647016,426.83567710498136,42.61346487700005,0.05,0.016,-0.016,0.8367968524775979
1193446449488421504,450.6735772686375,451.6655715805199,11.534050355617216,0.0,0.0,544.3220118425365,"li2021,liao2024",4.2336953125,5.046721839881296,490.42489560367216,492.31719732638294,19.321155225690184,0.323,0.002,-0.002,0.8389000715362551
2703747063191473536,377.2918066753435,377.8013314733269,24.909008782091693,0.0,0.0,517.9939248227471,li2021,2.931190673828125,3.333606845845971,449.17457115516396,450.41958481895153,30.86029930017979,0.058,0.022,-0.022,0.8792850535091444
1966232459000174080,329.6034541583641,331.9197430717118,28.597869035036762,0.0,0.0,495.9718700618442,li2021,5.6021396484375,7.162636393020204,414.35793789088996,420.13403417610004,55.78715844109551,0.097,0.131,-0.131,0.7821337481121664
1532306449878388480,366.9660029719433,366.7723748875948,15.306056532451745,0.0,0.0,506.392699772882,li2021,2.4318515625,2.660491129445318,394.7484056324467,396.0631706533371,19.603798307135555,0.0,0.0,0.0,0.914061142916501
1292042509007461888,370.83868300509425,371.39270822210597,24.719693211557228,0.0,0.0,521.639192928453,li2021,3.833581787109375,4.453085389492917,450.6698748589078,453.40113505503035,37.808275029218336,0.114,0.039,-0.039,0.8608821641181047
1433854048424586240,376.15857616461864,376.3294817725235,30.105041079508315,0.0,0.0,500.3305871922148,"li2021,liao2024",5.8946005859375,6.897833544550072,435.2336044916573,440.82590219225483,44.63849205310822,0.098,0.124,-0.124,0.8545582533801183
1248201681872449280,326.90056296382494,328.3950617875021,21.051291508465763,0.0,0.0,525.3512529235603,li2021,4.063220947265625,4.827868327059057,388.86933284447025,391.1237416001017,32.09549385006468,0.002,0.0,0.0,0.8416180127556991
1442061456048795008,334.03596459325973,334.43328273821714,21.41774052046445,0.0,0.0,521.9327604623846,li2021,4.46461767578125,5.454269499363534,408.2988148621437,412.08974795176744,37.02225898750419,0.02,0.012,-0.012,0.8185546526995471
1475401844058846720,389.05963716394103,390.8933771127707,22.790824058164848,0.0,0.0,511.6621386902236,li2021,3.00291796875,3.270575025303849,424.6699507738234,427.67056015883935,33.8938058553173,0.03,0.017,-0.017,0.91816208022044
1167034565278836224,333.79865962664593,334.3586119069763,17.643184555084037,0.0,0.0,541.6796910928197,li2021,3.61932373046875,4.161938893350418,384.27601823864796,386.5146048096322,22.355753296567936,0.0,0.0,0.0,0.8696244282325695
1415333565328292096,323.2696141302912,323.79258704356823,19.285483422558727,0.0,0.0,507.8754710340635,li2021,5.9597060546875,7.060678570949066,374.5876275045707,377.34458724703876,36.32858492765199,0.005,0.007,-0.007,0.8440698715855042
